txn_id,member_id,date,request_type,revenue,variable_cost,partner_fee,sla_met
T211933,M100228,2026-02-12,Lifestyle,9.84,7.3,0.87,1
T211934,M101372,2025-09-17,Lifestyle,14.43,8.26,0.56,1
T211935,M101234,2026-01-28,Lifestyle,15.91,6.11,0.32,1
T211936,M101684,2026-01-11,Dining,13.38,5.41,1.14,1
T211937,M100765,2025-10-30,Gifts,15.05,3.97,1.31,1
T211938,M101030,2025-09-19,Gifts,12.6,4.0,0.29,1
T211939,M100267,2025-12-13,Dining,16.4,8.12,1.09,1
T211940,M101245,2026-01-10,Gifts,11.92,4.96,0.82,1
T211941,M101796,2025-12-25,Gifts,6.22,4.22,1.28,1
T211942,M101074,2025-09-13,Gifts,12.38,5.16,0.64,1
T211943,M101679,2025-09-15,Dining,11.66,5.87,1.14,1
T211944,M100708,2026-02-03,Travel,23.12,10.61,1.57,1
T211945,M101768,2025-09-16,Events,26.5,14.15,0.71,1
T211946,M100966,2025-09-27,Dining,13.79,8.03,0.59,1
T211947,M100259,2025-11-20,Dining,9.54,4.94,1.57,0
T211948,M100652,2026-01-11,Gifts,8.16,6.04,0.94,1
T211949,M100885,2025-12-05,Dining,14.26,5.63,0.84,1
T211950,M100120,2025-10-09,Dining,12.66,8.19,0.67,1
T211951,M101612,2026-01-08,Dining,12.96,8.51,1.32,1
T211952,M100430,2025-12-26,Dining,3.16,5.02,0.83,1
T211953,M101215,2025-12-05,Travel,15.6,10.19,0.84,1
T211954,M101655,2026-02-13,Gifts,16.97,8.32,0.72,1
T211955,M100782,2025-12-14,Gifts,6.77,6.1,0.92,1
T211956,M101096,2026-02-01,Dining,16.3,8.2,1.02,1
T211957,M100930,2026-02-24,Events,17.61,9.54,1.33,1
T211958,M101375,2025-12-18,Dining,8.52,9.83,0.49,1
T211959,M100069,2025-10-12,Dining,17.1,9.66,0.76,1
T211960,M100647,2025-09-02,Gifts,9.8,4.27,1.52,1
T211961,M101100,2025-12-09,Lifestyle,12.28,7.05,0.94,1
T211962,M100164,2025-10-13,Travel,15.13,13.33,1.12,0
T211963,M101547,2026-01-16,Gifts,13.24,6.66,0.79,1
T211964,M101137,2025-11-03,Travel,16.82,12.82,0.8,1
T211965,M100005,2025-10-29,Gifts,6.99,10.72,1.2,1
T211966,M100021,2025-12-28,Events,19.33,7.68,0.79,1
T211967,M100287,2025-12-07,Events,14.05,8.37,1.14,1
T211968,M101195,2025-10-28,Lifestyle,17.82,6.73,1.27,0
T211969,M100932,2025-12-31,Gifts,10.18,4.25,0.37,1
T211970,M100868,2025-11-09,Lifestyle,14.63,9.1,0.93,1
T211971,M101009,2026-01-15,Travel,28.41,12.49,0.88,1
T211972,M100890,2025-11-21,Lifestyle,16.64,4.53,1.09,1
T211973,M100618,2026-02-15,Lifestyle,9.11,6.58,1.32,1
T211974,M100013,2025-12-07,Events,18.11,7.93,0.74,1
T211975,M100050,2025-11-27,Events,19.89,8.46,1.23,1
T211976,M101240,2025-09-30,Lifestyle,7.75,2.11,1.22,1
T211977,M101338,2025-12-20,Events,19.99,9.02,0.95,1
T211978,M100431,2026-02-24,Travel,19.23,11.02,1.0,1
T211979,M100437,2026-02-18,Dining,16.23,5.84,0.83,1
T211980,M100734,2025-11-20,Travel,27.8,8.68,0.61,1
T211981,M101160,2025-10-02,Dining,15.23,7.4,1.15,1
T211982,M101068,2025-09-18,Dining,16.56,7.14,1.01,1
T211983,M101006,2025-10-03,Gifts,8.4,9.42,1.0,1
T211984,M100066,2025-12-26,Travel,15.96,10.29,1.34,1
T211985,M100775,2025-11-29,Dining,10.17,5.58,0.69,0
T211986,M101354,2025-09-19,Travel,16.69,7.34,0.81,1
T211987,M101062,2025-09-27,Dining,9.47,5.92,0.06,1
T211988,M101452,2025-12-06,Events,22.34,12.84,1.07,1
T211989,M101251,2025-12-01,Travel,24.28,10.18,0.55,1
T211990,M101619,2026-02-13,Lifestyle,8.5,8.68,0.96,1
T211991,M101030,2026-01-26,Events,15.1,4.05,0.34,1
T211992,M101024,2025-11-22,Gifts,7.02,7.65,0.95,1
T211993,M101003,2025-11-24,Travel,25.65,10.62,0.98,1
T211994,M100476,2025-11-14,Gifts,13.21,6.64,0.85,1
T211995,M100784,2025-12-31,Gifts,15.16,6.91,0.82,1
T211996,M100303,2026-01-16,Lifestyle,7.85,6.36,0.68,1
T211997,M100774,2025-12-06,Gifts,10.27,6.14,1.4,1
T211998,M100269,2025-09-20,Lifestyle,12.1,5.71,0.56,1
T211999,M100883,2025-09-04,Lifestyle,8.51,3.47,1.51,1
T212000,M101717,2026-02-16,Lifestyle,13.27,6.83,0.81,1
T212001,M100813,2025-12-24,Events,17.97,10.5,1.42,1
T212002,M101329,2025-11-24,Dining,16.02,6.5,0.94,1
T212003,M100790,2026-01-18,Events,21.53,12.06,1.19,1
T212004,M101630,2025-12-24,Lifestyle,11.63,4.67,0.51,1
T212005,M100378,2026-02-02,Lifestyle,7.04,3.56,0.31,0
T212006,M101501,2025-12-04,Lifestyle,5.12,5.23,1.37,1
T212007,M101304,2025-09-19,Travel,23.73,12.11,1.43,1
T212008,M101599,2025-09-11,Lifestyle,10.75,3.95,0.64,1
T212009,M100239,2026-02-23,Events,25.86,13.82,1.53,1
T212010,M101610,2025-11-03,Gifts,11.88,10.45,0.23,1
T212011,M101635,2025-09-15,Travel,23.11,11.72,0.9,1
T212012,M100532,2025-10-10,Travel,28.81,10.91,0.7,1
T212013,M101124,2026-02-14,Travel,22.17,8.65,0.86,1
T212014,M101055,2025-12-17,Travel,19.41,9.21,1.35,1
T212015,M100088,2025-10-13,Travel,26.91,10.63,0.31,1
T212016,M100945,2025-09-02,Gifts,14.8,7.11,0.98,1
T212017,M101186,2026-01-04,Dining,11.95,2.71,0.35,1
T212018,M100369,2026-01-06,Gifts,10.48,6.63,0.61,1
T212019,M100650,2026-01-12,Dining,10.82,4.56,1.06,1
T212020,M101053,2025-09-17,Dining,11.37,4.45,0.91,1
T212021,M101673,2026-01-24,Dining,8.99,5.23,0.96,1
T212022,M100109,2025-12-22,Dining,11.51,7.25,0.43,1
T212023,M101684,2026-02-01,Lifestyle,12.95,8.59,1.32,0
T212024,M101469,2025-09-09,Gifts,8.55,4.17,0.63,1
T212025,M101522,2026-02-14,Gifts,9.3,8.17,1.24,1
T212026,M100085,2025-11-26,Gifts,9.72,3.98,0.85,1
T212027,M101022,2026-01-29,Gifts,10.26,5.29,1.22,1
T212028,M100663,2025-12-14,Lifestyle,14.54,8.21,1.53,1
T212029,M101654,2025-11-12,Events,18.41,6.36,0.85,1
T212030,M101333,2025-10-23,Dining,12.4,5.01,1.58,1
T212031,M101169,2025-11-15,Lifestyle,16.2,4.33,1.13,1
T212032,M100050,2025-12-11,Events,19.24,7.68,1.0,1
T212033,M101575,2026-01-06,Lifestyle,8.81,5.36,0.49,1
T212034,M100881,2025-10-04,Lifestyle,9.86,3.47,0.72,1
T212035,M100288,2025-10-26,Travel,27.66,12.97,1.03,1
T212036,M101573,2025-10-28,Lifestyle,9.01,6.62,0.8,1
T212037,M101627,2025-10-10,Dining,13.7,9.11,1.04,1
T212038,M100893,2026-01-17,Gifts,15.69,6.76,1.02,1
T212039,M101190,2025-09-02,Gifts,14.14,7.33,0.51,1
T212040,M101098,2025-09-13,Lifestyle,14.27,7.61,0.73,0
T212041,M100545,2025-12-08,Events,16.1,8.9,1.37,1
T212042,M101347,2026-01-20,Dining,18.68,8.23,0.72,1
T212043,M101796,2025-12-20,Dining,8.6,7.5,0.46,1
T212044,M101681,2025-12-18,Events,13.36,8.58,0.6,1
T212045,M101236,2025-09-03,Travel,20.68,10.62,1.17,1
T212046,M100648,2026-01-05,Travel,16.03,9.38,0.72,1
T212047,M101635,2025-09-09,Events,20.78,9.52,0.43,1
T212048,M101669,2026-01-15,Events,11.64,7.52,0.78,1
T212049,M100010,2025-09-12,Dining,8.49,6.61,1.1,1
T212050,M100609,2025-09-11,Dining,16.15,7.83,0.63,1
T212051,M100994,2025-11-08,Lifestyle,4.58,4.91,1.07,1
T212052,M101040,2026-02-06,Gifts,11.17,8.2,1.02,1
T212053,M101282,2025-11-06,Events,18.85,11.57,0.97,0
T212054,M100924,2025-09-14,Events,17.52,8.51,0.58,1
T212055,M100024,2025-09-11,Dining,10.66,6.72,0.49,1
T212056,M100298,2025-12-05,Travel,19.09,9.83,1.3,1
T212057,M101372,2025-12-01,Lifestyle,10.5,3.17,1.14,1
T212058,M101248,2025-12-18,Dining,13.78,5.34,1.02,1
T212059,M101172,2026-01-18,Dining,13.28,10.17,1.03,1
T212060,M100793,2025-10-31,Events,14.46,8.58,1.15,1
T212061,M100494,2025-09-01,Lifestyle,9.53,4.38,0.7,1
T212062,M100554,2026-01-08,Travel,17.86,10.38,1.24,1
T212063,M101240,2025-09-27,Gifts,13.82,5.58,0.8,1
T212064,M100907,2026-02-08,Lifestyle,7.8,6.3,0.83,1
T212065,M100235,2026-02-15,Lifestyle,8.65,6.33,1.46,1
T212066,M100719,2025-09-16,Events,14.27,8.39,1.13,1
T212067,M101483,2026-02-05,Travel,16.36,11.11,0.66,1
T212068,M101078,2025-12-13,Events,12.92,6.32,1.08,1
T212069,M101559,2025-09-20,Lifestyle,10.93,6.59,0.78,1
T212070,M100915,2025-12-25,Gifts,8.75,7.88,0.9,1
T212071,M100873,2026-01-02,Lifestyle,14.83,6.1,1.0,1
T212072,M101708,2026-02-18,Events,16.85,9.96,0.32,1
T212073,M100913,2025-10-23,Dining,7.88,5.59,0.74,1
T212074,M100243,2025-12-30,Travel,19.57,8.49,0.78,1
T212075,M100723,2026-02-04,Lifestyle,8.87,2.58,0.95,1
T212076,M101165,2025-12-02,Dining,8.99,5.0,0.41,1
T212077,M100621,2026-01-26,Events,18.69,7.93,0.36,1
T212078,M100738,2025-09-26,Travel,20.28,13.45,0.95,1
T212079,M101571,2025-10-14,Travel,16.55,10.53,1.31,1
T212080,M100783,2025-09-02,Events,13.36,7.49,1.0,1
T212081,M100548,2025-09-02,Travel,16.84,10.46,1.8,1
T212082,M100194,2025-09-28,Lifestyle,13.71,5.9,0.84,1
T212083,M100725,2025-11-27,Travel,24.31,11.36,0.87,1
T212084,M101379,2026-01-26,Gifts,14.62,9.38,0.64,1
T212085,M100539,2026-02-18,Dining,11.24,6.89,1.39,1
T212086,M100847,2026-02-09,Travel,15.87,6.29,0.65,1
T212087,M101182,2026-01-14,Dining,14.55,5.82,0.93,1
T212088,M101670,2025-09-20,Dining,11.91,6.31,0.09,1
T212089,M101465,2026-01-18,Events,11.45,11.45,1.37,1
T212090,M100515,2026-02-09,Travel,20.69,10.3,1.18,1
T212091,M100295,2025-09-10,Dining,8.41,5.9,0.83,0
T212092,M101207,2025-12-09,Lifestyle,13.15,9.12,0.84,1
T212093,M100458,2025-12-12,Gifts,9.02,5.79,1.01,1
T212094,M100706,2026-01-02,Lifestyle,10.74,6.37,1.62,1
T212095,M100187,2025-09-08,Lifestyle,5.79,5.7,0.74,1
T212096,M101393,2025-12-25,Events,21.67,11.44,1.02,1
T212097,M100288,2025-09-24,Events,17.3,9.66,0.46,1
T212098,M100685,2025-08-31,Lifestyle,10.84,7.77,1.24,1
T212099,M100732,2025-12-06,Travel,23.25,11.17,1.33,0
T212100,M100076,2025-10-22,Events,16.14,8.62,0.6,1
T212101,M101396,2026-02-21,Travel,23.74,11.14,0.79,1
T212102,M101113,2025-10-08,Travel,19.99,14.65,1.36,1
T212103,M100974,2025-09-03,Lifestyle,13.89,5.28,0.98,1
T212104,M100320,2026-01-21,Dining,11.97,5.71,0.39,1
T212105,M100095,2026-02-24,Dining,8.89,5.56,1.29,1
T212106,M100100,2026-02-18,Gifts,11.49,6.79,0.77,1
T212107,M101125,2025-09-24,Lifestyle,16.46,4.96,0.52,1
T212108,M101346,2026-01-13,Lifestyle,12.81,4.75,1.14,1
T212109,M101431,2025-12-13,Gifts,15.0,6.41,1.71,0
T212110,M101440,2025-12-27,Travel,28.35,13.71,0.94,1
T212111,M100708,2026-01-02,Events,20.82,8.99,0.84,1
T212112,M100002,2026-01-27,Dining,9.5,6.75,0.33,0
T212113,M100441,2025-12-14,Dining,6.93,8.76,0.44,0
T212114,M101416,2025-09-12,Lifestyle,12.72,6.3,0.16,1
T212115,M101375,2025-12-23,Lifestyle,12.39,7.78,0.59,1
T212116,M100913,2025-10-04,Travel,19.34,11.45,0.62,0
T212117,M100043,2025-10-24,Travel,26.36,14.11,0.61,1
T212118,M101398,2025-10-05,Lifestyle,8.38,9.75,0.81,1
T212119,M101468,2025-11-14,Travel,21.31,9.27,0.88,0
T212120,M100408,2025-12-21,Travel,20.62,11.14,0.52,1
T212121,M101447,2026-01-10,Dining,6.93,6.99,0.86,1
T212122,M101151,2026-01-06,Travel,17.87,10.4,1.12,1
T212123,M101598,2025-11-23,Travel,19.94,11.19,1.25,1
T212124,M101127,2025-12-15,Gifts,3.43,8.15,1.06,1
T212125,M100161,2025-12-15,Travel,16.13,8.59,1.37,1
T212126,M101164,2025-12-21,Travel,26.29,10.21,0.38,1
T212127,M100193,2025-09-13,Travel,12.1,7.21,0.0,1
T212128,M100465,2025-11-02,Travel,17.81,9.01,1.09,0
T212129,M101570,2025-09-18,Dining,8.77,6.46,1.44,1
T212130,M101742,2025-09-11,Events,18.32,11.69,0.37,1
T212131,M100855,2025-11-06,Travel,13.4,10.25,0.81,1
T212132,M100524,2026-02-09,Dining,8.04,8.52,0.74,1
T212133,M100706,2025-09-05,Lifestyle,15.79,8.38,1.49,1
T212134,M100435,2025-12-01,Travel,28.99,11.85,1.07,1
T212135,M101031,2025-12-20,Gifts,9.35,11.42,0.84,1
T212136,M100758,2025-12-13,Lifestyle,16.83,6.94,1.29,1
T212137,M100105,2026-02-10,Dining,8.81,3.48,0.96,1
T212138,M101098,2025-10-29,Dining,7.61,3.72,0.62,1
T212139,M101158,2026-02-17,Dining,9.92,7.26,1.3,1
T212140,M101200,2025-10-19,Lifestyle,6.04,3.19,0.36,1
T212141,M101701,2025-09-28,Events,12.53,9.68,0.81,1
T212142,M101267,2025-12-12,Travel,19.65,8.9,0.78,1
T212143,M101216,2025-12-18,Dining,15.68,10.94,1.75,1
T212144,M100380,2025-10-27,Dining,6.78,3.9,0.34,0
T212145,M100836,2025-09-24,Events,18.42,11.14,0.53,1
T212146,M100782,2026-02-08,Gifts,11.27,5.37,1.2,0
T212147,M101729,2025-12-05,Travel,21.26,9.66,0.62,1
T212148,M100853,2025-12-29,Travel,18.32,13.19,1.01,1
T212149,M101239,2026-02-23,Lifestyle,14.63,5.67,0.8,1
T212150,M100973,2026-02-24,Lifestyle,11.12,4.38,0.64,1
T212151,M100102,2025-11-22,Travel,31.08,11.03,0.94,1
T212152,M101684,2025-10-11,Gifts,13.74,4.78,1.11,1
T212153,M101206,2025-11-10,Lifestyle,5.57,3.24,0.59,1
T212154,M100414,2026-01-12,Travel,22.9,10.47,0.47,1
T212155,M100107,2025-12-06,Dining,10.46,3.1,0.79,1
T212156,M101686,2025-09-05,Travel,22.72,8.9,0.7,1
T212157,M100553,2025-09-28,Dining,10.8,4.4,1.1,1
T212158,M100030,2026-02-04,Dining,8.46,6.45,0.94,1
T212159,M101108,2025-11-02,Lifestyle,5.79,3.67,1.03,0
T212160,M100029,2025-11-05,Lifestyle,13.67,7.07,0.88,0
T212161,M100388,2025-12-22,Gifts,14.55,2.11,0.69,1
T212162,M101608,2025-12-22,Lifestyle,9.13,4.93,1.42,1
T212163,M100068,2025-10-19,Lifestyle,14.31,6.21,1.0,1
T212164,M101353,2025-09-10,Gifts,11.64,5.27,0.33,1
T212165,M101112,2025-12-30,Lifestyle,13.21,6.7,1.05,1
T212166,M100550,2025-09-12,Lifestyle,13.79,3.58,0.41,1
T212167,M100514,2025-09-28,Travel,26.33,13.87,1.04,1
T212168,M100854,2026-02-16,Lifestyle,13.92,9.52,1.37,0
T212169,M100959,2026-01-06,Lifestyle,10.89,1.93,0.96,1
T212170,M101602,2025-12-08,Travel,17.25,10.58,1.65,1
T212171,M100470,2025-10-29,Events,18.43,8.71,0.41,1
T212172,M101062,2026-01-16,Dining,17.82,5.78,1.2,1
T212173,M101235,2025-12-13,Travel,22.88,10.26,0.79,1
T212174,M100022,2026-02-09,Events,16.95,7.06,0.52,1
T212175,M101612,2026-02-07,Dining,14.54,7.29,1.44,0
T212176,M101785,2025-12-09,Gifts,9.03,9.34,0.82,1
T212177,M100155,2025-11-04,Events,16.19,11.77,0.9,1
T212178,M100471,2025-12-06,Dining,9.84,6.38,0.89,1
T212179,M101415,2025-12-19,Gifts,7.63,3.07,1.8,1
T212180,M101456,2025-11-28,Lifestyle,12.49,5.53,1.15,1
T212181,M100280,2025-11-03,Dining,9.49,6.03,1.31,1
T212182,M101651,2025-10-20,Travel,24.96,13.03,0.6,1
T212183,M100592,2025-11-20,Dining,14.08,4.42,0.57,1
T212184,M100528,2026-02-09,Dining,14.66,3.2,0.65,1
T212185,M100643,2026-02-18,Events,20.17,8.06,0.75,1
T212186,M101208,2025-12-26,Travel,17.41,10.66,0.53,1
T212187,M100371,2026-01-20,Gifts,13.79,4.29,0.79,1
T212188,M100977,2025-11-21,Travel,25.68,9.97,1.34,1
T212189,M100135,2025-10-22,Gifts,13.23,7.31,0.92,1
T212190,M100264,2026-01-11,Dining,15.33,4.69,0.22,1
T212191,M101383,2025-12-03,Lifestyle,6.31,5.77,1.4,1
T212192,M100690,2026-01-17,Travel,28.87,12.27,0.34,1
T212193,M101428,2025-12-04,Dining,8.38,7.72,1.32,1
T212194,M101327,2025-12-19,Dining,8.45,5.22,0.87,1
T212195,M101794,2026-02-25,Events,12.92,11.23,1.82,1
T212196,M100247,2025-10-29,Lifestyle,8.73,5.68,1.49,1
T212197,M101682,2026-01-02,Events,20.69,12.04,1.13,1
T212198,M101605,2025-10-14,Travel,26.65,13.86,0.89,1
T212199,M100782,2025-10-28,Gifts,13.32,1.37,1.42,1
T212200,M100243,2026-01-21,Dining,14.51,9.34,0.95,1
T212201,M100240,2025-09-19,Gifts,11.94,4.6,1.1,1
T212202,M100919,2026-02-21,Dining,11.97,5.18,0.97,1
T212203,M100019,2025-11-14,Lifestyle,13.24,9.43,0.66,1
T212204,M100172,2025-10-04,Lifestyle,12.37,5.78,1.02,1
T212205,M100956,2025-11-20,Dining,11.81,6.41,0.62,1
T212206,M101013,2025-11-17,Dining,9.62,7.63,1.16,1
T212207,M101549,2025-12-03,Gifts,13.18,6.87,0.9,1
T212208,M101753,2026-02-15,Gifts,13.16,4.75,0.71,0
T212209,M100482,2025-10-26,Events,14.2,11.46,0.66,0
T212210,M100594,2025-09-07,Events,17.95,9.94,1.5,1
T212211,M100358,2025-10-05,Dining,11.94,3.15,0.52,1
T212212,M100404,2026-02-15,Gifts,8.61,5.75,1.01,1
T212213,M100790,2026-01-17,Dining,13.52,8.07,0.49,1
T212214,M101787,2025-09-29,Events,17.54,7.74,1.05,1
T212215,M101608,2025-10-20,Travel,20.92,7.48,0.78,1
T212216,M101643,2025-12-22,Travel,23.85,7.92,0.93,1
T212217,M100813,2026-01-13,Lifestyle,10.37,4.76,0.75,1
T212218,M101183,2025-12-04,Travel,24.99,11.06,0.17,1
T212219,M101300,2026-02-20,Events,22.11,12.68,1.02,1
T212220,M100437,2026-02-09,Lifestyle,9.52,4.03,1.0,1
T212221,M100832,2026-02-12,Events,20.64,9.54,0.53,1
T212222,M100990,2025-09-30,Lifestyle,14.14,2.18,0.92,1
T212223,M100671,2026-02-17,Lifestyle,8.67,5.9,1.0,1
T212224,M100851,2025-11-18,Gifts,11.15,9.27,1.04,1
T212225,M100793,2026-01-06,Dining,9.85,7.8,0.92,1
T212226,M100110,2025-10-12,Dining,10.82,6.07,0.65,1
T212227,M101383,2026-02-03,Travel,16.98,8.85,1.18,1
T212228,M101620,2025-09-15,Dining,16.26,6.8,1.02,1
T212229,M101357,2026-02-10,Travel,18.25,8.91,0.22,1
T212230,M101680,2025-09-26,Dining,12.02,7.5,0.74,1
T212231,M100777,2026-01-30,Dining,16.66,6.8,1.13,1
T212232,M100100,2026-02-20,Travel,21.4,10.38,1.5,0
T212233,M100481,2026-02-19,Dining,14.32,3.92,0.97,1
T212234,M101537,2025-10-08,Dining,10.79,6.75,0.45,1
T212235,M100250,2025-12-26,Gifts,9.68,7.06,0.31,1
T212236,M100984,2025-12-12,Lifestyle,10.49,10.42,0.93,1
T212237,M100002,2025-09-30,Events,15.36,9.34,0.84,1
T212238,M100582,2026-01-09,Lifestyle,11.92,5.68,1.03,1
T212239,M100203,2025-11-18,Dining,12.64,9.44,0.51,1
T212240,M100204,2026-01-03,Gifts,9.9,8.49,0.98,1
T212241,M100296,2026-02-14,Travel,19.57,8.17,0.87,1
T212242,M100968,2025-08-31,Events,18.33,12.44,0.57,1
T212243,M101241,2025-12-20,Gifts,14.9,8.08,1.46,1
T212244,M100518,2025-09-26,Gifts,14.32,4.05,1.2,1
T212245,M101472,2025-12-10,Dining,12.46,5.27,0.85,1
T212246,M100705,2025-09-22,Travel,18.03,8.36,0.43,1
T212247,M101326,2026-01-25,Gifts,14.23,9.26,1.07,1
T212248,M100953,2025-11-20,Events,18.5,8.8,0.66,1
T212249,M101301,2025-12-20,Travel,19.63,9.67,1.13,1
T212250,M101761,2025-08-31,Dining,10.74,6.48,1.04,1
T212251,M101789,2025-12-27,Dining,11.94,9.56,0.54,1
T212252,M101056,2025-10-10,Travel,20.81,10.07,0.89,1
T212253,M101732,2025-11-29,Events,15.98,7.74,1.24,1
T212254,M101262,2025-12-15,Dining,15.56,8.13,0.35,0
T212255,M100483,2025-10-23,Gifts,12.12,6.89,1.02,1
T212256,M101683,2025-11-01,Gifts,12.71,9.13,1.48,1
T212257,M100261,2025-12-01,Dining,8.59,5.24,0.52,1
T212258,M100842,2026-02-16,Dining,11.02,6.91,0.29,1
T212259,M100275,2026-02-12,Lifestyle,10.96,9.83,1.85,1
T212260,M101411,2025-11-10,Lifestyle,7.32,5.1,0.09,1
T212261,M101612,2026-02-16,Lifestyle,8.61,9.25,0.87,1
T212262,M101473,2025-11-08,Gifts,8.26,3.21,1.32,1
T212263,M100184,2025-09-19,Lifestyle,8.43,7.32,1.37,1
T212264,M100487,2025-10-06,Dining,14.7,6.32,1.0,1
T212265,M100612,2025-10-23,Dining,8.65,7.58,1.43,1
T212266,M100208,2026-01-07,Dining,13.58,3.97,0.82,1
T212267,M100954,2025-10-30,Events,15.57,10.33,0.73,1
T212268,M100061,2026-01-23,Dining,15.36,7.36,0.95,1
T212269,M101104,2025-09-14,Events,21.43,10.07,1.04,1
T212270,M101034,2026-02-09,Dining,16.12,6.79,1.06,1
T212271,M101072,2025-11-20,Events,18.93,8.29,0.56,1
T212272,M101643,2025-11-30,Lifestyle,10.44,5.38,0.93,1
T212273,M101415,2026-02-12,Gifts,12.15,4.24,0.53,1
T212274,M100467,2026-01-23,Travel,21.5,11.67,0.84,1
T212275,M101029,2025-10-20,Dining,16.02,4.52,1.11,1
T212276,M101444,2025-11-10,Dining,11.06,5.68,1.09,1
T212277,M101531,2026-01-27,Events,19.36,6.64,1.58,0
T212278,M101157,2026-01-31,Dining,11.25,5.34,0.72,1
T212279,M100152,2025-10-29,Gifts,15.2,4.07,1.27,1
T212280,M100782,2025-10-30,Lifestyle,11.67,8.09,1.61,1
T212281,M101546,2025-12-15,Dining,14.06,8.76,1.71,1
T212282,M100132,2026-02-22,Dining,12.88,6.47,1.27,1
T212283,M101062,2026-02-20,Dining,7.2,6.29,0.41,1
T212284,M100973,2026-01-29,Lifestyle,11.21,8.08,0.55,1
T212285,M100401,2026-02-16,Dining,6.82,5.0,0.6,0
T212286,M100619,2025-11-17,Gifts,16.24,9.83,0.95,1
T212287,M101759,2025-12-17,Travel,12.9,9.14,1.57,1
T212288,M101072,2026-01-17,Travel,15.26,9.4,0.85,1
T212289,M101691,2025-11-10,Gifts,10.13,3.46,0.63,1
T212290,M100848,2025-10-22,Travel,22.95,12.89,1.33,1
T212291,M101522,2026-01-26,Lifestyle,9.37,5.45,0.73,1
T212292,M101115,2025-11-05,Dining,12.81,6.58,1.26,0
T212293,M101640,2026-02-06,Gifts,12.33,4.58,0.77,1
T212294,M100588,2025-11-10,Lifestyle,18.98,6.2,1.22,1
T212295,M100687,2025-12-20,Dining,10.11,4.16,0.99,1
T212296,M100072,2026-02-06,Events,17.59,6.94,0.8,0
T212297,M100410,2025-10-04,Gifts,7.93,3.03,0.4,1
T212298,M100249,2026-01-24,Dining,9.63,5.49,0.92,1
T212299,M100329,2025-10-07,Events,14.45,7.18,0.45,0
T212300,M100555,2025-12-22,Dining,14.57,11.43,1.03,1
T212301,M101572,2025-10-25,Gifts,12.06,4.52,1.23,0
T212302,M100681,2025-10-21,Events,19.1,7.18,1.1,1
T212303,M101487,2025-12-11,Travel,18.86,10.8,0.88,1
T212304,M101466,2025-10-28,Gifts,14.34,4.13,0.88,1
T212305,M101765,2025-12-08,Gifts,18.23,7.16,1.15,1
T212306,M100915,2025-11-08,Dining,10.1,7.19,0.69,1
T212307,M101526,2026-01-16,Dining,12.39,7.65,0.97,1
T212308,M100754,2025-12-11,Dining,7.69,6.56,0.42,1
T212309,M101138,2026-02-01,Lifestyle,9.64,5.71,0.64,0
T212310,M101459,2025-12-13,Travel,17.78,11.11,0.99,1
T212311,M100256,2026-02-23,Dining,9.59,8.66,0.43,1
T212312,M100103,2025-12-14,Travel,19.64,10.44,0.97,1
T212313,M100296,2025-09-24,Travel,19.32,10.29,1.13,1
T212314,M101297,2025-12-22,Travel,23.49,9.38,0.65,1
T212315,M100852,2025-11-28,Travel,23.17,12.37,1.02,1
T212316,M100504,2025-09-24,Travel,25.26,13.13,0.43,1
T212317,M101382,2026-02-25,Travel,16.52,8.78,1.06,1
T212318,M100027,2025-10-28,Gifts,14.54,5.51,0.74,1
T212319,M100311,2025-11-22,Gifts,9.22,9.71,0.56,1
T212320,M100845,2025-12-26,Gifts,12.44,4.95,0.77,1
T212321,M101647,2026-01-10,Dining,8.09,5.48,0.48,0
T212322,M101348,2025-11-11,Lifestyle,9.11,5.11,1.17,1
T212323,M101230,2025-12-11,Dining,16.21,9.2,0.94,1
T212324,M101279,2025-12-16,Gifts,9.23,4.93,1.26,1
T212325,M100562,2025-10-27,Gifts,14.44,6.5,0.27,1
T212326,M100806,2025-12-16,Travel,26.71,11.62,1.21,1
T212327,M101594,2025-10-03,Dining,9.03,10.73,0.33,1
T212328,M101313,2026-01-05,Gifts,16.46,9.7,0.88,1
T212329,M101077,2025-10-22,Events,10.29,8.96,1.74,1
T212330,M100149,2025-11-16,Lifestyle,16.01,6.22,0.34,1
T212331,M101319,2025-09-17,Gifts,13.56,6.12,0.9,1
T212332,M100658,2025-12-15,Lifestyle,10.96,7.27,0.53,1
T212333,M100693,2026-01-14,Events,27.55,13.39,0.69,1
T212334,M101213,2025-12-16,Events,19.38,13.89,0.55,1
T212335,M100708,2025-10-29,Lifestyle,13.58,7.1,0.0,1
T212336,M101031,2025-12-10,Lifestyle,12.94,7.35,1.08,1
T212337,M100022,2025-09-18,Dining,11.05,9.44,0.91,1
T212338,M100333,2026-01-28,Events,11.69,9.36,0.57,1
T212339,M100968,2026-01-01,Dining,3.46,5.07,1.34,1
T212340,M101723,2025-09-02,Lifestyle,7.56,5.73,1.09,1
T212341,M101369,2025-10-05,Gifts,10.43,6.52,0.9,1
T212342,M100751,2026-02-12,Travel,20.4,9.08,1.09,1
T212343,M101743,2025-09-09,Lifestyle,9.92,6.62,1.09,1
T212344,M100495,2025-12-11,Travel,10.88,6.7,0.89,1
T212345,M101606,2025-11-02,Travel,15.02,5.88,1.06,1
T212346,M100726,2026-02-22,Travel,28.1,11.71,0.98,1
