member_id,segment,tier,join_date,channel,monthly_fee,status,churn_date
M100736,VelocityBlack,Premium,2024-11-13,Referral,150.0,Active,
M100737,VelocityBlack,Plus,2026-01-05,Direct,60.0,Active,
M100738,VelocityBlack,Standard,2025-04-09,Direct,25.0,Churned,2025-10-04
M100739,VelocityBlack,Plus,2026-02-12,Direct,60.0,Active,
M100740,VelocityBlack,Plus,2024-11-03,Direct,60.0,Active,
M100741,VelocityBlack,Plus,2025-08-20,Direct,60.0,Churned,2025-09-08
M100742,CapitalOneConcierge,Plus,2024-11-12,Direct,60.0,Churned,2025-12-23
M100743,VelocityBlack,Standard,2026-01-28,Partner,25.0,Active,
M100744,CapitalOneConcierge,Plus,2025-07-28,Partner,60.0,Active,
M100745,CapitalOneConcierge,Premium,2024-10-13,Partner,150.0,Active,
M100746,VelocityBlack,Premium,2024-12-28,Partner,150.0,Active,
M100747,VelocityBlack,Standard,2025-03-16,Direct,25.0,Active,
M100748,CapitalOneConcierge,Standard,2024-09-09,Referral,25.0,Active,
M100749,CapitalOneConcierge,Plus,2024-09-07,Partner,60.0,Active,
M100750,VelocityBlack,Plus,2026-01-15,Partner,60.0,Active,
M100751,VelocityBlack,Plus,2026-02-14,Partner,60.0,Churned,2026-01-16
M100752,VelocityBlack,Plus,2025-06-19,Direct,60.0,Churned,2026-01-11
M100753,CapitalOneConcierge,Standard,2026-01-03,Direct,25.0,Active,
M100754,CapitalOneConcierge,Plus,2025-08-22,Direct,60.0,Active,
M100755,VelocityBlack,Plus,2024-09-18,Direct,60.0,Active,
M100756,VelocityBlack,Standard,2025-09-23,Direct,25.0,Active,
M100757,CapitalOneConcierge,Standard,2024-09-12,Direct,25.0,Active,
M100758,VelocityBlack,Plus,2025-11-17,Direct,60.0,Active,
M100759,CapitalOneConcierge,Plus,2025-03-20,Referral,60.0,Active,
M100760,CapitalOneConcierge,Standard,2024-11-18,Partner,25.0,Churned,2025-09-22
M100761,VelocityBlack,Plus,2025-01-20,Partner,60.0,Active,
M100762,VelocityBlack,Plus,2025-09-07,Direct,60.0,Active,
M100763,VelocityBlack,Plus,2025-12-04,Partner,60.0,Active,
M100764,CapitalOneConcierge,Plus,2025-07-08,Referral,60.0,Churned,2025-08-19
M100765,VelocityBlack,Plus,2024-11-28,Partner,60.0,Active,
M100766,VelocityBlack,Standard,2026-01-02,Partner,25.0,Churned,2025-09-06
M100767,VelocityBlack,Standard,2025-11-03,Direct,25.0,Active,
M100768,VelocityBlack,Plus,2025-04-12,Direct,60.0,Active,
M100769,CapitalOneConcierge,Standard,2025-06-29,Partner,25.0,Active,
M100770,VelocityBlack,Standard,2026-02-05,Referral,25.0,Active,
M100771,CapitalOneConcierge,Standard,2025-03-25,Direct,25.0,Active,
M100772,CapitalOneConcierge,Standard,2024-09-16,Direct,25.0,Churned,2025-12-01
M100773,CapitalOneConcierge,Standard,2024-11-20,Direct,25.0,Active,
M100774,VelocityBlack,Plus,2025-07-24,Direct,60.0,Churned,2026-01-03
M100775,CapitalOneConcierge,Standard,2026-02-23,Referral,25.0,Active,
M100776,CapitalOneConcierge,Plus,2025-10-07,Partner,60.0,Active,
M100777,VelocityBlack,Premium,2025-08-02,Direct,150.0,Active,
M100778,CapitalOneConcierge,Plus,2025-02-24,Direct,60.0,Active,
M100779,CapitalOneConcierge,Standard,2025-04-28,Direct,25.0,Active,
M100780,VelocityBlack,Standard,2024-09-23,Direct,25.0,Active,
M100781,CapitalOneConcierge,Standard,2025-03-22,Direct,25.0,Active,
M100782,CapitalOneConcierge,Standard,2025-08-05,Partner,25.0,Active,
M100783,CapitalOneConcierge,Standard,2026-01-05,Partner,25.0,Churned,2025-08-26
M100784,CapitalOneConcierge,Plus,2026-01-14,Direct,60.0,Active,
M100785,VelocityBlack,Plus,2025-11-20,Partner,60.0,Churned,2025-08-05
M100786,CapitalOneConcierge,Standard,2024-09-14,Partner,25.0,Churned,2025-08-01
M100787,VelocityBlack,Standard,2025-11-15,Direct,25.0,Active,
M100788,CapitalOneConcierge,Plus,2024-12-30,Partner,60.0,Active,
M100789,CapitalOneConcierge,Plus,2025-08-01,Partner,60.0,Churned,2026-02-01
M100790,VelocityBlack,Premium,2026-01-27,Partner,150.0,Active,
M100791,VelocityBlack,Premium,2025-12-26,Direct,150.0,Active,
M100792,VelocityBlack,Plus,2025-08-27,Direct,60.0,Active,
M100793,VelocityBlack,Standard,2025-02-11,Direct,25.0,Active,
M100794,VelocityBlack,Standard,2025-06-11,Direct,25.0,Active,
M100795,VelocityBlack,Premium,2025-09-18,Direct,150.0,Active,
M100796,VelocityBlack,Standard,2025-06-07,Partner,25.0,Active,
M100797,VelocityBlack,Plus,2025-04-09,Direct,60.0,Active,
M100798,CapitalOneConcierge,Standard,2025-04-08,Direct,25.0,Active,
M100799,CapitalOneConcierge,Plus,2025-07-23,Referral,60.0,Active,
M100800,CapitalOneConcierge,Plus,2024-09-22,Direct,60.0,Active,
M100801,VelocityBlack,Plus,2026-02-24,Direct,60.0,Active,
M100802,CapitalOneConcierge,Standard,2024-10-28,Partner,25.0,Active,
M100803,CapitalOneConcierge,Standard,2026-02-16,Direct,25.0,Active,
M100804,VelocityBlack,Standard,2024-09-22,Direct,25.0,Active,
M100805,VelocityBlack,Standard,2025-06-06,Partner,25.0,Active,
M100806,CapitalOneConcierge,Premium,2025-04-16,Direct,150.0,Active,
M100807,VelocityBlack,Standard,2025-07-09,Direct,25.0,Active,
M100808,CapitalOneConcierge,Plus,2025-04-25,Direct,60.0,Active,
M100809,CapitalOneConcierge,Standard,2025-12-31,Partner,25.0,Active,
M100810,VelocityBlack,Premium,2024-09-11,Direct,150.0,Active,
M100811,VelocityBlack,Premium,2026-02-17,Partner,150.0,Active,
M100812,CapitalOneConcierge,Plus,2025-09-10,Direct,60.0,Active,
M100813,CapitalOneConcierge,Standard,2025-10-28,Partner,25.0,Active,
M100814,VelocityBlack,Standard,2024-11-17,Direct,25.0,Active,
M100815,CapitalOneConcierge,Plus,2024-10-08,Direct,60.0,Active,
M100816,CapitalOneConcierge,Standard,2025-04-05,Direct,25.0,Active,
M100817,CapitalOneConcierge,Standard,2025-02-24,Partner,25.0,Churned,2025-09-07
M100818,CapitalOneConcierge,Standard,2025-10-30,Direct,25.0,Active,
M100819,VelocityBlack,Premium,2025-12-31,Direct,150.0,Active,
M100820,VelocityBlack,Premium,2025-04-21,Direct,150.0,Active,
M100821,CapitalOneConcierge,Standard,2025-10-22,Direct,25.0,Active,
M100822,VelocityBlack,Standard,2024-10-05,Partner,25.0,Churned,2025-11-08
M100823,CapitalOneConcierge,Standard,2025-10-08,Direct,25.0,Active,
M100824,CapitalOneConcierge,Plus,2024-10-26,Direct,60.0,Active,
M100825,VelocityBlack,Plus,2025-08-29,Direct,60.0,Active,
M100826,CapitalOneConcierge,Standard,2025-03-28,Direct,25.0,Active,
M100827,VelocityBlack,Standard,2025-04-15,Direct,25.0,Active,
M100828,CapitalOneConcierge,Standard,2025-01-30,Direct,25.0,Active,
M100829,VelocityBlack,Standard,2025-04-08,Direct,25.0,Active,
M100830,CapitalOneConcierge,Standard,2025-12-19,Referral,25.0,Active,
M100831,CapitalOneConcierge,Premium,2025-11-13,Direct,150.0,Active,
M100832,VelocityBlack,Premium,2025-03-05,Partner,150.0,Active,
M100833,CapitalOneConcierge,Standard,2025-02-08,Direct,25.0,Active,
M100834,CapitalOneConcierge,Plus,2025-06-04,Direct,60.0,Active,
M100835,CapitalOneConcierge,Plus,2025-09-07,Direct,60.0,Active,
M100836,CapitalOneConcierge,Plus,2024-12-10,Direct,60.0,Active,
M100837,CapitalOneConcierge,Standard,2025-09-30,Partner,25.0,Churned,2025-07-06
M100838,VelocityBlack,Premium,2026-01-28,Partner,150.0,Active,
M100839,CapitalOneConcierge,Standard,2025-12-03,Partner,25.0,Active,
M100840,VelocityBlack,Plus,2025-06-26,Partner,60.0,Churned,2025-07-23
M100841,CapitalOneConcierge,Standard,2025-02-22,Direct,25.0,Churned,2025-08-14
M100842,CapitalOneConcierge,Plus,2025-02-24,Direct,60.0,Churned,2025-08-24
M100843,VelocityBlack,Premium,2025-10-08,Partner,150.0,Active,
M100844,VelocityBlack,Standard,2025-05-06,Direct,25.0,Active,
M100845,CapitalOneConcierge,Standard,2024-10-30,Direct,25.0,Active,
M100846,VelocityBlack,Plus,2025-09-03,Referral,60.0,Churned,2025-08-13
M100847,CapitalOneConcierge,Standard,2024-11-16,Referral,25.0,Active,
M100848,VelocityBlack,Plus,2026-02-17,Partner,60.0,Active,
M100849,CapitalOneConcierge,Standard,2025-04-16,Direct,25.0,Churned,2025-12-27
M100850,VelocityBlack,Premium,2025-03-06,Partner,150.0,Active,
M100851,VelocityBlack,Plus,2024-10-02,Direct,60.0,Active,
M100852,CapitalOneConcierge,Plus,2024-12-02,Direct,60.0,Active,
M100853,CapitalOneConcierge,Plus,2026-01-27,Direct,60.0,Active,
M100854,VelocityBlack,Plus,2025-06-20,Referral,60.0,Active,
M100855,CapitalOneConcierge,Standard,2026-01-03,Referral,25.0,Active,
M100856,CapitalOneConcierge,Standard,2026-02-01,Partner,25.0,Active,
M100857,CapitalOneConcierge,Plus,2024-09-29,Direct,60.0,Active,
M100858,VelocityBlack,Standard,2025-03-27,Direct,25.0,Churned,2026-01-03
M100859,CapitalOneConcierge,Plus,2025-11-29,Direct,60.0,Active,
M100860,CapitalOneConcierge,Standard,2025-05-28,Referral,25.0,Active,
M100861,CapitalOneConcierge,Standard,2025-06-04,Direct,25.0,Active,
M100862,CapitalOneConcierge,Standard,2025-07-07,Direct,25.0,Active,
M100863,CapitalOneConcierge,Premium,2025-09-17,Partner,150.0,Active,
M100864,VelocityBlack,Plus,2026-01-22,Direct,60.0,Active,
M100865,CapitalOneConcierge,Standard,2025-12-25,Partner,25.0,Churned,2025-10-11
M100866,CapitalOneConcierge,Standard,2025-08-06,Direct,25.0,Active,
M100867,CapitalOneConcierge,Plus,2025-07-11,Partner,60.0,Active,
M100868,VelocityBlack,Plus,2025-03-16,Direct,60.0,Active,
M100869,VelocityBlack,Plus,2024-11-04,Direct,60.0,Active,
M100870,CapitalOneConcierge,Premium,2025-09-20,Direct,150.0,Active,
M100871,VelocityBlack,Plus,2024-09-04,Direct,60.0,Active,
M100872,CapitalOneConcierge,Plus,2025-09-15,Partner,60.0,Active,
M100873,VelocityBlack,Plus,2025-05-29,Direct,60.0,Churned,2025-09-30
M100874,CapitalOneConcierge,Standard,2025-11-01,Direct,25.0,Active,
M100875,CapitalOneConcierge,Plus,2026-01-28,Partner,60.0,Churned,2025-07-17
M100876,VelocityBlack,Plus,2025-06-28,Direct,60.0,Churned,2026-02-07
M100877,VelocityBlack,Premium,2025-07-09,Partner,150.0,Active,
M100878,CapitalOneConcierge,Plus,2025-05-24,Partner,60.0,Active,
M100879,CapitalOneConcierge,Premium,2025-03-23,Direct,150.0,Active,
M100880,VelocityBlack,Premium,2024-10-20,Partner,150.0,Active,
M100881,CapitalOneConcierge,Plus,2024-09-19,Direct,60.0,Active,
M100882,CapitalOneConcierge,Plus,2025-09-28,Direct,60.0,Active,
M100883,CapitalOneConcierge,Standard,2026-01-10,Direct,25.0,Active,
M100884,VelocityBlack,Standard,2024-10-02,Partner,25.0,Active,
M100885,VelocityBlack,Plus,2025-02-26,Partner,60.0,Active,
M100886,VelocityBlack,Standard,2025-07-28,Direct,25.0,Active,
M100887,VelocityBlack,Plus,2025-09-18,Referral,60.0,Active,
M100888,VelocityBlack,Standard,2025-10-05,Direct,25.0,Churned,2026-02-06
M100889,CapitalOneConcierge,Standard,2025-09-12,Referral,25.0,Active,
M100890,VelocityBlack,Premium,2024-10-18,Partner,150.0,Active,
M100891,CapitalOneConcierge,Plus,2025-01-18,Referral,60.0,Active,
M100892,VelocityBlack,Premium,2025-05-14,Referral,150.0,Active,
M100893,VelocityBlack,Premium,2024-10-07,Referral,150.0,Active,
M100894,CapitalOneConcierge,Standard,2025-03-07,Direct,25.0,Active,
M100895,CapitalOneConcierge,Standard,2025-03-29,Partner,25.0,Active,
M100896,VelocityBlack,Premium,2026-02-13,Partner,150.0,Active,
M100897,VelocityBlack,Standard,2025-02-21,Partner,25.0,Active,
M100898,VelocityBlack,Plus,2026-02-09,Direct,60.0,Active,
M100899,CapitalOneConcierge,Plus,2025-09-16,Referral,60.0,Active,
M100900,CapitalOneConcierge,Standard,2025-09-11,Direct,25.0,Active,
M100901,VelocityBlack,Plus,2025-11-19,Direct,60.0,Active,
M100902,VelocityBlack,Plus,2025-12-01,Direct,60.0,Active,
M100903,CapitalOneConcierge,Standard,2025-01-01,Direct,25.0,Churned,2025-10-25
M100904,CapitalOneConcierge,Standard,2025-04-18,Partner,25.0,Churned,2025-12-18
M100905,CapitalOneConcierge,Standard,2025-06-15,Direct,25.0,Active,
M100906,CapitalOneConcierge,Standard,2026-02-12,Partner,25.0,Churned,2025-08-01
M100907,VelocityBlack,Standard,2024-09-24,Partner,25.0,Active,
M100908,VelocityBlack,Standard,2025-05-18,Direct,25.0,Active,
M100909,VelocityBlack,Plus,2024-12-27,Partner,60.0,Churned,2025-10-30
M100910,CapitalOneConcierge,Plus,2024-12-23,Direct,60.0,Active,
M100911,CapitalOneConcierge,Standard,2025-10-19,Partner,25.0,Active,
M100912,CapitalOneConcierge,Plus,2024-12-21,Referral,60.0,Active,
M100913,CapitalOneConcierge,Standard,2025-11-05,Direct,25.0,Active,
M100914,CapitalOneConcierge,Standard,2026-02-21,Partner,25.0,Active,
M100915,CapitalOneConcierge,Standard,2025-10-27,Direct,25.0,Active,
M100916,VelocityBlack,Plus,2024-12-03,Direct,60.0,Active,
M100917,VelocityBlack,Premium,2024-11-18,Partner,150.0,Active,
M100918,VelocityBlack,Standard,2025-04-27,Direct,25.0,Active,
M100919,CapitalOneConcierge,Standard,2025-06-27,Partner,25.0,Active,
M100920,VelocityBlack,Plus,2025-10-28,Direct,60.0,Active,
M100921,CapitalOneConcierge,Standard,2025-04-19,Direct,25.0,Active,
M100922,CapitalOneConcierge,Plus,2024-12-02,Referral,60.0,Active,
M100923,CapitalOneConcierge,Plus,2026-02-20,Direct,60.0,Active,
M100924,VelocityBlack,Standard,2026-01-04,Partner,25.0,Active,
M100925,VelocityBlack,Plus,2025-08-22,Direct,60.0,Active,
M100926,VelocityBlack,Premium,2025-09-13,Partner,150.0,Active,
M100927,CapitalOneConcierge,Plus,2026-01-21,Partner,60.0,Active,
M100928,CapitalOneConcierge,Standard,2025-05-17,Direct,25.0,Churned,2025-10-17
M100929,CapitalOneConcierge,Plus,2024-11-20,Direct,60.0,Churned,2026-01-29
M100930,VelocityBlack,Standard,2025-07-27,Direct,25.0,Active,
M100931,VelocityBlack,Standard,2025-05-04,Referral,25.0,Active,
M100932,VelocityBlack,Plus,2025-11-08,Direct,60.0,Active,
M100933,CapitalOneConcierge,Standard,2025-10-24,Direct,25.0,Active,
M100934,CapitalOneConcierge,Standard,2025-05-15,Partner,25.0,Active,
M100935,VelocityBlack,Plus,2025-03-20,Direct,60.0,Active,
M100936,CapitalOneConcierge,Plus,2025-04-18,Direct,60.0,Active,
M100937,VelocityBlack,Plus,2025-08-10,Direct,60.0,Active,
M100938,CapitalOneConcierge,Standard,2025-08-12,Direct,25.0,Active,
M100939,VelocityBlack,Plus,2025-06-06,Partner,60.0,Churned,2025-07-03
M100940,VelocityBlack,Standard,2025-06-17,Referral,25.0,Churned,2025-09-21
M100941,CapitalOneConcierge,Standard,2026-02-20,Referral,25.0,Churned,2025-12-23
M100942,VelocityBlack,Standard,2025-01-18,Referral,25.0,Active,
M100943,VelocityBlack,Premium,2024-12-05,Direct,150.0,Active,
M100944,VelocityBlack,Plus,2025-11-08,Direct,60.0,Active,
M100945,VelocityBlack,Premium,2026-01-21,Partner,150.0,Churned,2026-01-21
M100946,CapitalOneConcierge,Premium,2025-07-28,Referral,150.0,Active,
M100947,CapitalOneConcierge,Standard,2025-04-07,Partner,25.0,Active,
M100948,CapitalOneConcierge,Plus,2025-03-10,Direct,60.0,Active,
M100949,VelocityBlack,Standard,2025-05-13,Partner,25.0,Active,
M100950,CapitalOneConcierge,Standard,2024-10-01,Partner,25.0,Churned,2025-07-26
M100951,VelocityBlack,Plus,2025-06-15,Referral,60.0,Active,
M100952,VelocityBlack,Premium,2025-01-26,Partner,150.0,Active,
M100953,VelocityBlack,Standard,2025-01-24,Direct,25.0,Active,
M100954,CapitalOneConcierge,Standard,2025-07-02,Direct,25.0,Active,
M100955,CapitalOneConcierge,Plus,2026-02-05,Direct,60.0,Active,
M100956,CapitalOneConcierge,Plus,2024-12-23,Direct,60.0,Active,
M100957,CapitalOneConcierge,Plus,2026-01-08,Referral,60.0,Active,
M100958,CapitalOneConcierge,Standard,2025-06-10,Direct,25.0,Churned,2025-10-09
M100959,CapitalOneConcierge,Plus,2026-02-10,Direct,60.0,Active,
M100960,CapitalOneConcierge,Premium,2025-03-28,Direct,150.0,Active,
M100961,VelocityBlack,Premium,2026-02-23,Partner,150.0,Active,
M100962,VelocityBlack,Standard,2025-08-25,Direct,25.0,Active,
M100963,VelocityBlack,Standard,2025-08-30,Direct,25.0,Active,
M100964,CapitalOneConcierge,Standard,2025-07-04,Referral,25.0,Churned,2025-08-13
M100965,CapitalOneConcierge,Plus,2025-05-04,Direct,60.0,Active,
M100966,CapitalOneConcierge,Plus,2025-06-13,Direct,60.0,Active,
M100967,VelocityBlack,Plus,2025-12-06,Direct,60.0,Active,
M100968,CapitalOneConcierge,Plus,2025-11-04,Partner,60.0,Active,
M100969,VelocityBlack,Premium,2024-09-15,Partner,150.0,Active,
M100970,VelocityBlack,Standard,2025-09-13,Referral,25.0,Churned,2026-01-31
M100971,VelocityBlack,Premium,2025-11-27,Direct,150.0,Active,
M100972,VelocityBlack,Premium,2025-10-09,Referral,150.0,Active,
M100973,CapitalOneConcierge,Standard,2025-05-29,Partner,25.0,Active,
M100974,VelocityBlack,Premium,2025-03-03,Direct,150.0,Active,
M100975,CapitalOneConcierge,Standard,2025-09-01,Direct,25.0,Churned,2025-09-30
M100976,CapitalOneConcierge,Plus,2025-08-27,Direct,60.0,Active,
M100977,VelocityBlack,Plus,2025-03-23,Referral,60.0,Active,
M100978,CapitalOneConcierge,Standard,2025-04-10,Direct,25.0,Churned,2025-07-16
M100979,VelocityBlack,Standard,2025-03-21,Direct,25.0,Active,
M100980,CapitalOneConcierge,Plus,2024-09-27,Partner,60.0,Active,
M100981,CapitalOneConcierge,Plus,2024-09-20,Referral,60.0,Active,
M100982,CapitalOneConcierge,Plus,2024-10-17,Partner,60.0,Churned,2025-08-02
M100983,CapitalOneConcierge,Premium,2025-04-19,Partner,150.0,Active,
M100984,VelocityBlack,Standard,2025-06-05,Direct,25.0,Churned,2025-10-01
M100985,CapitalOneConcierge,Plus,2025-04-11,Referral,60.0,Churned,2025-10-06
M100986,VelocityBlack,Plus,2026-01-31,Direct,60.0,Active,
M100987,VelocityBlack,Plus,2025-01-02,Direct,60.0,Active,
M100988,VelocityBlack,Premium,2025-04-03,Referral,150.0,Active,
M100989,CapitalOneConcierge,Plus,2025-01-14,Direct,60.0,Active,
M100990,CapitalOneConcierge,Standard,2025-02-11,Direct,25.0,Active,
M100991,CapitalOneConcierge,Standard,2025-07-15,Partner,25.0,Active,
M100992,CapitalOneConcierge,Plus,2025-02-17,Direct,60.0,Churned,2026-01-01
M100993,VelocityBlack,Premium,2025-02-21,Direct,150.0,Active,
M100994,CapitalOneConcierge,Standard,2025-08-31,Partner,25.0,Active,
M100995,VelocityBlack,Plus,2025-11-25,Partner,60.0,Active,
M100996,CapitalOneConcierge,Standard,2024-12-26,Partner,25.0,Active,
M100997,VelocityBlack,Plus,2024-11-02,Direct,60.0,Active,
M100998,CapitalOneConcierge,Standard,2025-01-10,Partner,25.0,Active,
M100999,VelocityBlack,Premium,2025-07-11,Partner,150.0,Active,
M101000,VelocityBlack,Premium,2026-02-03,Direct,150.0,Active,
M101001,CapitalOneConcierge,Premium,2024-11-28,Direct,150.0,Active,
M101002,VelocityBlack,Standard,2024-09-26,Direct,25.0,Active,
M101003,VelocityBlack,Plus,2025-06-15,Direct,60.0,Active,
M101004,CapitalOneConcierge,Plus,2026-02-20,Direct,60.0,Active,
M101005,VelocityBlack,Standard,2025-06-28,Partner,25.0,Active,
M101006,CapitalOneConcierge,Plus,2026-01-15,Referral,60.0,Active,
M101007,VelocityBlack,Plus,2025-08-15,Direct,60.0,Active,
M101008,CapitalOneConcierge,Standard,2024-09-20,Partner,25.0,Active,
M101009,CapitalOneConcierge,Premium,2025-04-21,Direct,150.0,Active,
M101010,CapitalOneConcierge,Plus,2025-10-23,Direct,60.0,Active,
M101011,CapitalOneConcierge,Standard,2025-06-05,Partner,25.0,Active,
M101012,CapitalOneConcierge,Plus,2024-12-17,Direct,60.0,Active,
M101013,CapitalOneConcierge,Standard,2024-12-09,Referral,25.0,Active,
M101014,VelocityBlack,Standard,2025-08-27,Direct,25.0,Active,
M101015,VelocityBlack,Plus,2025-05-11,Direct,60.0,Active,
M101016,CapitalOneConcierge,Standard,2025-07-10,Direct,25.0,Churned,2025-07-01
M101017,CapitalOneConcierge,Standard,2025-03-23,Direct,25.0,Active,
M101018,VelocityBlack,Plus,2025-03-05,Referral,60.0,Active,
M101019,VelocityBlack,Premium,2025-08-28,Partner,150.0,Active,
M101020,CapitalOneConcierge,Standard,2024-09-07,Direct,25.0,Active,
M101021,CapitalOneConcierge,Premium,2025-04-25,Direct,150.0,Active,
M101022,CapitalOneConcierge,Plus,2025-03-22,Partner,60.0,Active,
M101023,CapitalOneConcierge,Plus,2025-10-28,Partner,60.0,Active,
M101024,CapitalOneConcierge,Standard,2025-10-01,Direct,25.0,Active,
M101025,VelocityBlack,Plus,2025-04-21,Direct,60.0,Active,
M101026,CapitalOneConcierge,Plus,2025-01-22,Direct,60.0,Active,
M101027,VelocityBlack,Standard,2025-01-08,Direct,25.0,Active,
M101028,CapitalOneConcierge,Standard,2024-12-26,Direct,25.0,Active,
M101029,VelocityBlack,Plus,2025-01-28,Direct,60.0,Active,
M101030,CapitalOneConcierge,Standard,2025-10-18,Direct,25.0,Churned,2025-09-29
M101031,CapitalOneConcierge,Standard,2024-09-27,Direct,25.0,Active,
M101032,CapitalOneConcierge,Standard,2024-09-17,Direct,25.0,Active,
M101033,CapitalOneConcierge,Standard,2025-06-21,Referral,25.0,Active,
M101034,VelocityBlack,Plus,2025-01-01,Partner,60.0,Churned,2025-09-14
M101035,CapitalOneConcierge,Standard,2025-11-25,Direct,25.0,Active,
M101036,VelocityBlack,Plus,2025-10-14,Direct,60.0,Active,
M101037,VelocityBlack,Standard,2025-10-23,Direct,25.0,Active,
M101038,VelocityBlack,Plus,2025-05-07,Referral,60.0,Active,
M101039,VelocityBlack,Standard,2025-04-27,Partner,25.0,Churned,2025-09-02
M101040,VelocityBlack,Premium,2025-04-20,Direct,150.0,Active,
M101041,CapitalOneConcierge,Standard,2024-12-17,Referral,25.0,Active,
M101042,CapitalOneConcierge,Standard,2025-07-06,Partner,25.0,Active,
M101043,CapitalOneConcierge,Standard,2025-12-13,Partner,25.0,Active,
M101044,VelocityBlack,Standard,2025-01-19,Direct,25.0,Churned,2026-02-04
M101045,VelocityBlack,Plus,2024-10-03,Direct,60.0,Active,
M101046,VelocityBlack,Standard,2025-07-04,Partner,25.0,Active,
M101047,CapitalOneConcierge,Standard,2025-04-06,Direct,25.0,Active,
M101048,CapitalOneConcierge,Standard,2025-11-07,Partner,25.0,Active,
M101049,VelocityBlack,Plus,2025-12-09,Partner,60.0,Churned,2025-09-27
M101050,CapitalOneConcierge,Plus,2026-01-29,Direct,60.0,Active,
M101051,VelocityBlack,Plus,2025-04-03,Direct,60.0,Active,
M101052,VelocityBlack,Premium,2026-01-02,Direct,150.0,Active,
M101053,VelocityBlack,Standard,2024-11-05,Direct,25.0,Active,
M101054,VelocityBlack,Premium,2025-03-23,Partner,150.0,Active,
M101055,CapitalOneConcierge,Plus,2025-01-24,Partner,60.0,Active,
M101056,CapitalOneConcierge,Plus,2026-01-14,Direct,60.0,Active,
M101057,VelocityBlack,Plus,2025-07-24,Partner,60.0,Churned,2025-11-10
M101058,CapitalOneConcierge,Plus,2025-03-19,Direct,60.0,Active,
M101059,CapitalOneConcierge,Standard,2024-11-24,Partner,25.0,Active,
M101060,CapitalOneConcierge,Plus,2025-10-30,Direct,60.0,Active,
M101061,CapitalOneConcierge,Premium,2025-08-22,Partner,150.0,Active,
M101062,VelocityBlack,Standard,2025-12-07,Partner,25.0,Active,
M101063,CapitalOneConcierge,Standard,2025-04-27,Direct,25.0,Active,
M101064,VelocityBlack,Plus,2024-11-22,Partner,60.0,Active,
M101065,CapitalOneConcierge,Standard,2025-03-02,Referral,25.0,Active,
M101066,VelocityBlack,Plus,2025-08-03,Direct,60.0,Active,
M101067,CapitalOneConcierge,Standard,2025-01-11,Partner,25.0,Churned,2025-10-25
M101068,VelocityBlack,Premium,2024-10-11,Referral,150.0,Active,
M101069,VelocityBlack,Standard,2025-11-21,Referral,25.0,Active,
M101070,CapitalOneConcierge,Standard,2025-06-16,Direct,25.0,Churned,2025-10-17
M101071,CapitalOneConcierge,Standard,2025-04-05,Partner,25.0,Active,
M101072,VelocityBlack,Standard,2025-06-28,Referral,25.0,Churned,2025-12-27
M101073,CapitalOneConcierge,Standard,2025-10-06,Partner,25.0,Churned,2025-12-24
M101074,CapitalOneConcierge,Plus,2024-09-03,Direct,60.0,Active,
M101075,VelocityBlack,Standard,2025-04-28,Direct,25.0,Active,
M101076,CapitalOneConcierge,Standard,2025-01-18,Partner,25.0,Active,
M101077,CapitalOneConcierge,Standard,2024-10-22,Direct,25.0,Active,
M101078,CapitalOneConcierge,Standard,2024-09-22,Direct,25.0,Active,
M101079,VelocityBlack,Standard,2025-04-28,Direct,25.0,Churned,2025-11-11
M101080,VelocityBlack,Standard,2025-06-23,Partner,25.0,Active,
M101081,CapitalOneConcierge,Standard,2025-06-04,Direct,25.0,Churned,2025-12-08
M101082,CapitalOneConcierge,Plus,2025-10-30,Referral,60.0,Active,
M101083,CapitalOneConcierge,Plus,2025-05-08,Partner,60.0,Active,
M101084,CapitalOneConcierge,Premium,2025-07-18,Referral,150.0,Active,
M101085,CapitalOneConcierge,Standard,2025-11-17,Referral,25.0,Active,
M101086,CapitalOneConcierge,Standard,2025-08-23,Direct,25.0,Active,
M101087,CapitalOneConcierge,Standard,2026-01-07,Partner,25.0,Active,
M101088,CapitalOneConcierge,Plus,2024-12-31,Direct,60.0,Active,
M101089,CapitalOneConcierge,Plus,2025-11-01,Referral,60.0,Active,
M101090,VelocityBlack,Standard,2025-09-14,Direct,25.0,Active,
M101091,CapitalOneConcierge,Standard,2025-07-14,Partner,25.0,Active,
M101092,VelocityBlack,Plus,2024-09-05,Partner,60.0,Active,
M101093,VelocityBlack,Plus,2025-06-22,Direct,60.0,Active,
M101094,CapitalOneConcierge,Standard,2025-12-10,Partner,25.0,Active,
M101095,VelocityBlack,Standard,2025-08-17,Direct,25.0,Churned,2026-01-27
M101096,VelocityBlack,Premium,2024-09-05,Direct,150.0,Active,
M101097,CapitalOneConcierge,Standard,2025-02-05,Direct,25.0,Active,
M101098,CapitalOneConcierge,Standard,2025-07-07,Direct,25.0,Active,
M101099,VelocityBlack,Plus,2025-11-15,Partner,60.0,Active,
M101100,VelocityBlack,Plus,2025-05-01,Referral,60.0,Active,
M101101,VelocityBlack,Premium,2025-12-09,Direct,150.0,Active,
M101102,CapitalOneConcierge,Standard,2025-11-06,Partner,25.0,Active,
M101103,CapitalOneConcierge,Standard,2025-01-25,Referral,25.0,Active,
M101104,VelocityBlack,Plus,2024-12-17,Partner,60.0,Churned,2025-12-03
